OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"1999-057QP","CBERS 1 DEB","32075","CHBZ","95.87","98.23","561","560","SMALL","0","1999-10-14",""
"1999-057QL","CBERS 1 DEB","32072","CHBZ","98.56","98.35","697","683","SMALL","0","1999-10-14",""
"1999-057QK","CBERS 1 DEB","32071","CHBZ","96.93","98.28","613","611","SMALL","0","1999-10-14",""
"1999-057QJ","CBERS 1 DEB","32070","CHBZ","99.43","98.21","738","725","SMALL","0","1999-10-14",""
"1999-057QH","CBERS 1 DEB","32069","CHBZ","99.60","98.24","749","730","SMALL","0","1999-10-14",""
"1999-057QG","CBERS 1 DEB","32068","CHBZ","100.28","98.17","778","765","SMALL","0","1999-10-14",""
"1999-057QF","CBERS 1 DEB","32067","CHBZ","99.85","98.16","776","727","SMALL","0","1999-10-14",""
"1999-057QE","CBERS 1 DEB","32066","CHBZ","98.29","98.33","683","672","SMALL","0","1999-10-14",""
"1999-057QD","CBERS 1 DEB","32065","CHBZ","97.40","98.28","639","630","SMALL","0","1999-10-14",""
"2007-042B","CZ-4B R/B","32063","PRC","99.30","98.01","766","685","LARGE","0","2007-09-19",""
"2007-042A","CBERS 2B","32062","CHBZ","100.02","98.12","783","736","LARGE","0","2007-09-19",""
"2007-041A","WORLDVIEW 1","32060","US","94.46","97.38","494","491","LARGE","0","2007-09-18",""
"2007-039D","H-2A R/B","32057","JPN","","","","","","0","2007-09-14","SELENOCENTRIC ORBIT (MOON)"
"2007-039C","VRAD","32056","JPN","","","","","","0","2007-09-14","SELENOCENTRIC ORBIT (MOON)"
"2007-038B","SL-8 R/B","32053","CIS","104.63","82.98","996","958","LARGE","0","2007-09-11",""
"2007-038A","COSMOS 2429","32052","CIS","104.74","82.98","1010","954","LARGE","0","2007-09-11",""
"2007-037A","INSAT 4CR","32050","IND","1436.09","0.08","35799","35774","LARGE","0","2007-09-02",""
"2006-006AA","BREEZE-M DEB","32047","CIS","250.33","51.35","12868","690","MEDIUM","0","2006-02-28",""
"2006-006X","BREEZE-M DEB","32044","CIS","299.53","51.13","15945","957","SMALL","0","2006-02-28",""
"2006-006W","BREEZE-M DEB","32043","CIS","277.54","51.62","14911","521","MEDIUM","0","2006-02-28",""
"2006-006V","BREEZE-M DEB","32042","CIS","272.83","51.65","14647","466","MEDIUM","0","2006-02-28",""
"2006-006U","BREEZE-M DEB","32041","CIS","224.76","51.76","11398","337","SMALL","0","2006-02-28",""
"2006-006T","BREEZE-M DEB","32040","CIS","262.05","51.64","13979","395","SMALL","0","2006-02-28",""
"2006-006S","BREEZE-M DEB","32039","CIS","292.94","50.63","16072","393","MEDIUM","0","2006-02-28",""
"2006-006R","BREEZE-M DEB","32038","CIS","273.87","51.66","14717","467","LARGE","0","2006-02-28",""
"2006-006Q","BREEZE-M DEB","32037","CIS","257.09","51.68","13664","366","SMALL","0","2006-02-28",""
"2006-006P","BREEZE-M DEB","32036","CIS","273.99","51.66","14705","487","SMALL","0","2006-02-28",""
"2006-006N","BREEZE-M DEB","32035","CIS","264.64","50.96","14035","517","MEDIUM","0","2006-02-28",""
"2006-006M","BREEZE-M DEB","32034","CIS","275.30","51.65","14776","505","MEDIUM","0","2006-02-28",""
"2006-006L","BREEZE-M DEB","32033","CIS","274.19","51.65","14701","505","SMALL","0","2006-02-28",""
"2006-006K","BREEZE-M DEB","32032","CIS","252.19","51.31","13122","567","MEDIUM","0","2006-02-28",""
"2006-006J","BREEZE-M DEB","32031","CIS","278.97","51.46","14916","613","MEDIUM","0","2006-02-28",""
"2006-006H","BREEZE-M DEB","32030","CIS","257.36","51.74","13679","369","MEDIUM","0","2006-02-28",""
"2006-006G","BREEZE-M DEB","32029","CIS","275.16","51.56","14803","468","MEDIUM","0","2006-02-28",""
"2006-006F","BREEZE-M DEB","32028","CIS","276.84","51.70","14867","518","MEDIUM","0","2006-02-28",""
"2006-006D","BREEZE-M DEB","32026","CIS","220.53","51.00","10851","575","LARGE","0","2006-02-28",""
"2006-006C","BREEZE-M DEB","32025","CIS","274.54","51.65","14734","495","LARGE","0","2006-02-28",""
"1997-070J","SL-12 DEB","32024","CIS","127.53","46.99","3625","405","MEDIUM","0","1997-11-12",""
"2007-036D","ARIANE 5 R/B","32021","FR","606.55","2.49","34438","277","LARGE","0","2007-08-14",""
"2007-036B","BSAT-3A","32019","JPN","1436.11","0.06","35808","35766","LARGE","0","2007-08-14",""
"2007-036A","SPACEWAY 3","32018","US","1436.09","0.01","35789","35784","LARGE","0","2007-08-14",""
"2004-021J","SL-16 DEB","32006","CIS","104.31","71.10","1100","824","SMALL","0","2004-06-10",""
"2004-021H","SL-16 DEB","32005","CIS","104.61","71.09","1139","813","SMALL","0","2004-06-10",""
"2007-034B","DELTA 2 R/B(2)","32004","US","","","","","","0","2007-08-04","HELIOCENTRIC ORBIT (SUN)"
"1969-009C","ISIS 1 DEB","31999","CA","123.24","88.40","3087","563","SMALL","0","1969-01-30",""
"1999-025CQB","FENGYUN 1C DEB","31998","PRC","95.59","105.51","574","520","SMALL","0","1999-05-10",""
"1999-025CQA","FENGYUN 1C DEB","31997","PRC","106.55","102.51","1301","833","SMALL","0","1999-05-10",""
"1999-025CPZ","FENGYUN 1C DEB","31996","PRC","106.88","99.29","1323","841","SMALL","0","1999-05-10",""
"1999-025CPY","FENGYUN 1C DEB","31995","PRC","103.82","98.40","1046","833","SMALL","0","1999-05-10",""
"1999-025CPX","FENGYUN 1C DEB","31994","PRC","103.25","98.62","1031","793","SMALL","0","1999-05-10",""
"1999-025CPW","FENGYUN 1C DEB","31993","PRC","109.06","99.23","1534","833","SMALL","0","1999-05-10",""
"1999-025CPV","FENGYUN 1C DEB","31992","PRC","109.11","99.20","1604","767","SMALL","0","1999-05-10",""
"1999-025CPU","FENGYUN 1C DEB","31991","PRC","105.84","100.42","1216","851","SMALL","0","1999-05-10",""
"1999-025CPT","FENGYUN 1C DEB","31990","PRC","106.20","99.20","1246","855","SMALL","0","1999-05-10",""
"1999-025CPS","FENGYUN 1C DEB","31989","PRC","103.60","99.45","1016","841","SMALL","0","1999-05-10",""
"1999-025CPR","FENGYUN 1C DEB","31988","PRC","102.58","98.13","936","825","SMALL","0","1999-05-10",""
"1999-025CPQ","FENGYUN 1C DEB","31987","PRC","100.69","99.08","839","744","SMALL","0","1999-05-10",""
"1999-025CPP","FENGYUN 1C DEB","31986","PRC","102.05","99.78","949","762","SMALL","0","1999-05-10",""
"1999-025CPN","FENGYUN 1C DEB","31985","PRC","101.51","98.22","945","715","SMALL","0","1999-05-10",""
"1999-025CPM","FENGYUN 1C DEB","31984","PRC","101.46","98.78","876","780","SMALL","0","1999-05-10",""
"1999-025CPL","FENGYUN 1C DEB","31983","PRC","97.39","97.80","870","397","SMALL","0","1999-05-10",""
"1999-025CPK","FENGYUN 1C DEB","31982","PRC","96.14","97.55","679","468","SMALL","0","1999-05-10",""
"1999-025CPJ","FENGYUN 1C DEB","31981","PRC","108.16","98.44","1438","845","SMALL","0","1999-05-10",""
"1999-025CPH","FENGYUN 1C DEB","31980","PRC","108.31","97.61","1477","821","SMALL","0","1999-05-10",""
"1999-025CPG","FENGYUN 1C DEB","31979","PRC","106.23","99.34","1275","828","SMALL","0","1999-05-10",""
"1999-025CPF","FENGYUN 1C DEB","31978","PRC","106.09","98.37","1252","839","SMALL","0","1999-05-10",""
"1999-025CPE","FENGYUN 1C DEB","31977","PRC","105.01","98.19","1219","772","SMALL","0","1999-05-10",""
"1999-025CPD","FENGYUN 1C DEB","31976","PRC","99.94","100.00","804","707","SMALL","0","1999-05-10",""
"1999-025CPB","FENGYUN 1C DEB","31974","PRC","102.08","98.47","922","793","SMALL","0","1999-05-10",""
"1999-025CPA","FENGYUN 1C DEB","31973","PRC","101.89","98.38","926","769","SMALL","0","1999-05-10",""
"1999-025CNZ","FENGYUN 1C DEB","31972","PRC","102.43","99.07","930","818","SMALL","0","1999-05-10",""
"1999-025CNY","FENGYUN 1C DEB","31971","PRC","100.79","102.27","806","785","SMALL","0","1999-05-10",""
"1999-025CNV","FENGYUN 1C DEB","31968","PRC","100.90","98.99","866","737","SMALL","0","1999-05-10",""
"1999-025CNT","FENGYUN 1C DEB","31966","PRC","99.58","98.98","826","651","SMALL","0","1999-05-10",""
"1999-025CNS","FENGYUN 1C DEB","31965","PRC","101.58","99.03","866","800","SMALL","0","1999-05-10",""
"1999-025CNR","FENGYUN 1C DEB","31964","PRC","100.94","98.79","837","769","SMALL","0","1999-05-10",""
"1999-025CNQ","FENGYUN 1C DEB","31963","PRC","104.02","101.71","1240","657","SMALL","0","1999-05-10",""
"1999-025CNM","FENGYUN 1C DEB","31960","PRC","103.34","99.73","1020","812","SMALL","0","1999-05-10",""
"1999-025CNL","FENGYUN 1C DEB","31959","PRC","101.51","98.64","861","799","SMALL","0","1999-05-10",""
"1999-025CNK","FENGYUN 1C DEB","31958","PRC","96.42","98.94","616","558","SMALL","0","1999-05-10",""
"1999-025CNJ","FENGYUN 1C DEB","31957","PRC","100.34","99.53","815","734","SMALL","0","1999-05-10",""
"1999-025CNH","FENGYUN 1C DEB","31956","PRC","101.12","99.49","841","782","SMALL","0","1999-05-10",""
"1999-025CNG","FENGYUN 1C DEB","31955","PRC","100.37","99.28","823","729","SMALL","0","1999-05-10",""
"1999-025CNF","FENGYUN 1C DEB","31954","PRC","103.06","98.15","970","837","SMALL","0","1999-05-10",""
"1999-025CNE","FENGYUN 1C DEB","31953","PRC","101.87","99.36","982","712","SMALL","0","1999-05-10",""
"1999-025CND","FENGYUN 1C DEB","31952","PRC","99.63","98.95","834","648","SMALL","0","1999-05-10",""
"1999-025CNA","FENGYUN 1C DEB","31949","PRC","101.86","98.75","942","752","SMALL","0","1999-05-10",""
"1999-025CMZ","FENGYUN 1C DEB","31948","PRC","101.91","99.43","872","826","SMALL","0","1999-05-10",""
"1999-025CMY","FENGYUN 1C DEB","31947","PRC","100.34","98.78","827","722","SMALL","0","1999-05-10",""
"1999-025CMX","FENGYUN 1C DEB","31946","PRC","102.42","99.04","944","803","SMALL","0","1999-05-10",""
"1999-025CMW","FENGYUN 1C DEB","31945","PRC","102.29","99.15","919","816","SMALL","0","1999-05-10",""
"1999-025CMV","FENGYUN 1C DEB","31944","PRC","102.48","99.05","995","757","SMALL","0","1999-05-10",""
"1999-025CMT","FENGYUN 1C DEB","31942","PRC","102.47","98.92","992","759","SMALL","0","1999-05-10",""
"1999-025CMP","FENGYUN 1C DEB","31938","PRC","97.74","98.94","799","502","SMALL","0","1999-05-10",""
"1999-025CMN","FENGYUN 1C DEB","31937","PRC","99.07","99.27","879","549","SMALL","0","1999-05-10",""
"1999-025CML","FENGYUN 1C DEB","31935","PRC","101.66","99.73","887","788","SMALL","0","1999-05-10",""
"1999-025CMK","FENGYUN 1C DEB","31934","PRC","99.68","98.95","818","669","SMALL","0","1999-05-10",""
"1999-025CMH","FENGYUN 1C DEB","31932","PRC","102.39","98.43","983","760","MEDIUM","0","1999-05-10",""
"1999-025CMG","FENGYUN 1C DEB","31931","PRC","107.55","97.80","1439","788","SMALL","0","1999-05-10",""
"1999-025CMF","FENGYUN 1C DEB","31930","PRC","103.60","98.26","1157","700","SMALL","0","1999-05-10",""
"1999-025CME","FENGYUN 1C DEB","31929","PRC","100.83","98.70","857","739","SMALL","0","1999-05-10",""
"1999-025CMD","FENGYUN 1C DEB","31926","PRC","102.08","99.10","892","822","SMALL","0","1999-05-10",""
"1999-025CMB","FENGYUN 1C DEB","31924","PRC","106.18","98.40","1267","833","SMALL","0","1999-05-10",""
"1999-025CMA","FENGYUN 1C DEB","31923","PRC","106.73","98.42","1309","841","SMALL","0","1999-05-10",""
"1999-025CLZ","FENGYUN 1C DEB","31922","PRC","104.43","98.89","1091","844","SMALL","0","1999-05-10",""
"1999-025CLY","FENGYUN 1C DEB","31921","PRC","105.19","99.43","1162","845","SMALL","0","1999-05-10",""
"1999-025CLX","FENGYUN 1C DEB","31920","PRC","97.11","98.82","743","498","SMALL","0","1999-05-10",""
"1999-025CLW","FENGYUN 1C DEB","31919","PRC","100.05","99.05","840","681","SMALL","0","1999-05-10",""
"1999-025CLU","FENGYUN 1C DEB","31917","PRC","100.74","98.54","945","642","SMALL","0","1999-05-10",""
"1999-025CLT","FENGYUN 1C DEB","31916","PRC","101.56","99.37","959","706","SMALL","0","1999-05-10",""
"1999-025CLS","FENGYUN 1C DEB","31915","PRC","102.20","98.91","942","783","SMALL","0","1999-05-10",""
"1999-025CLR","FENGYUN 1C DEB","31914","PRC","99.23","99.02","859","585","SMALL","0","1999-05-10",""
"1999-025CLQ","FENGYUN 1C DEB","31913","PRC","105.15","99.37","1180","823","SMALL","0","1999-05-10",""
"1999-025CLP","FENGYUN 1C DEB","31912","PRC","109.05","98.83","1603","762","SMALL","0","1999-05-10",""
"1999-025CLN","FENGYUN 1C DEB","31911","PRC","108.95","98.75","1594","762","SMALL","0","1999-05-10",""
"1999-025CLM","FENGYUN 1C DEB","31910","PRC","100.71","97.75","996","589","SMALL","0","1999-05-10",""
"1999-025CLH","FENGYUN 1C DEB","31906","PRC","102.35","98.60","916","823","SMALL","0","1999-05-10",""
"1999-025CLG","FENGYUN 1C DEB","31905","PRC","101.16","99.20","972","655","SMALL","0","1999-05-10",""
"1999-025CLF","FENGYUN 1C DEB","31904","PRC","103.60","98.89","1065","792","SMALL","0","1999-05-10",""
"1999-025CLE","FENGYUN 1C DEB","31903","PRC","99.55","99.29","852","623","SMALL","0","1999-05-10",""
"1999-025CLD","FENGYUN 1C DEB","31902","PRC","101.41","98.64","961","690","SMALL","0","1999-05-10",""
"1999-025CLC","FENGYUN 1C DEB","31901","PRC","103.39","98.65","1017","821","SMALL","0","1999-05-10",""
"1999-025CLA","FENGYUN 1C DEB","31899","PRC","104.85","102.08","1146","829","SMALL","0","1999-05-10",""
"1999-025CKZ","FENGYUN 1C DEB","31898","PRC","99.71","98.57","891","598","SMALL","0","1999-05-10",""
"1999-025CKY","FENGYUN 1C DEB","31897","PRC","101.42","98.83","890","762","SMALL","0","1999-05-10",""
"1999-025CKW","FENGYUN 1C DEB","31895","PRC","105.49","99.13","1198","837","SMALL","0","1999-05-10",""
"1999-025CKU","FENGYUN 1C DEB","31893","PRC","98.91","99.11","845","568","SMALL","0","1999-05-10",""
"1999-025CKT","FENGYUN 1C DEB","31892","PRC","100.64","99.22","952","626","SMALL","0","1999-05-10",""
"1999-025CKS","FENGYUN 1C DEB","31891","PRC","105.60","99.69","1193","852","SMALL","0","1999-05-10",""
"1999-025CKR","FENGYUN 1C DEB","31890","PRC","102.20","98.99","915","810","SMALL","0","1999-05-10",""
"1999-025CKP","FENGYUN 1C DEB","31888","PRC","101.76","99.17","862","822","SMALL","0","1999-05-10",""
"1999-025CKN","FENGYUN 1C DEB","31887","PRC","100.47","99.55","808","754","SMALL","0","1999-05-10",""
"1999-025CKM","FENGYUN 1C DEB","31886","PRC","101.70","99.18","882","796","SMALL","0","1999-05-10",""
"1999-025CKJ","FENGYUN 1C DEB","31883","PRC","99.07","99.08","823","605","SMALL","0","1999-05-10",""
"1999-025CKH","FENGYUN 1C DEB","31882","PRC","102.33","98.89","896","841","SMALL","0","1999-05-10",""
"1999-025CKG","FENGYUN 1C DEB","31881","PRC","96.39","99.05","627","544","SMALL","0","1999-05-10",""
"1999-025CKF","FENGYUN 1C DEB","31880","PRC","103.98","99.95","1046","848","SMALL","0","1999-05-10",""
"1999-025CKE","FENGYUN 1C DEB","31879","PRC","100.27","99.74","934","608","SMALL","0","1999-05-10",""
"1999-025CKD","FENGYUN 1C DEB","31878","PRC","98.86","99.49","804","604","SMALL","0","1999-05-10",""
"1999-025CKC","FENGYUN 1C DEB","31877","PRC","98.06","99.05","796","536","SMALL","0","1999-05-10",""
"1999-057QB","CBERS 1 DEB","31876","CHBZ","98.61","98.35","701","683","SMALL","0","1999-10-14",""
"1999-057QA","CBERS 1 DEB","31875","CHBZ","98.91","98.30","712","701","SMALL","0","1999-10-14",""
"1999-057PZ","CBERS 1 DEB","31874","CHBZ","99.72","98.20","759","731","SMALL","0","1999-10-14",""
"1999-057PY","CBERS 1 DEB","31873","CHBZ","98.87","98.38","708","700","SMALL","0","1999-10-14",""
"1999-057PX","CBERS 1 DEB","31872","CHBZ","97.49","98.28","642","635","SMALL","0","1999-10-14",""
"1999-057PW","CBERS 1 DEB","31871","CHBZ","96.57","98.25","599","589","SMALL","0","1999-10-14",""
"1999-057PV","CBERS 1 DEB","31870","CHBZ","96.40","98.24","589","583","SMALL","0","1999-10-14",""
"1999-057PT","CBERS 1 DEB","31868","CHBZ","100.28","98.24","782","761","SMALL","0","1999-10-14",""
"2007-032C","BREEZE-M R/B","31864","CIS","715.73","20.74","35403","4850","LARGE","0","2007-07-07",""
"2007-032B","BREEZE-M DEB (TANK)","31863","CIS","260.81","45.91","13861","427","LARGE","0","2007-07-07",""
"2007-032A","DIRECTV 10","31862","US","1436.10","0.01","35789","35785","LARGE","0","2007-07-07",""
"1999-025CKB","FENGYUN 1C DEB","31861","PRC","109.17","102.33","1595","781","SMALL","0","1999-05-10",""
"1999-025CJY","FENGYUN 1C DEB","31858","PRC","106.09","97.63","1318","773","SMALL","0","1999-05-10",""
"1999-025CJX","FENGYUN 1C DEB","31857","PRC","106.43","96.19","1309","813","SMALL","0","1999-05-10",""
"1999-025CJW","FENGYUN 1C DEB","31856","PRC","96.88","98.90","641","578","SMALL","0","1999-05-10",""
"1999-025CJV","FENGYUN 1C DEB","31855","PRC","96.62","96.64","750","443","SMALL","0","1999-05-10",""
"1999-025CJU","FENGYUN 1C DEB","31854","PRC","102.88","99.03","952","838","SMALL","0","1999-05-10",""
"1999-025CJT","FENGYUN 1C DEB","31853","PRC","102.76","99.01","920","858","SMALL","0","1999-05-10",""
"1999-025CJS","FENGYUN 1C DEB","31852","PRC","101.74","98.78","1173","509","SMALL","0","1999-05-10",""
"1999-025CJR","FENGYUN 1C DEB","31851","PRC","105.08","98.81","1167","829","SMALL","0","1999-05-10",""
"1999-025CJQ","FENGYUN 1C DEB","31850","PRC","99.67","98.44","955","531","SMALL","0","1999-05-10",""
"1999-025CJP","FENGYUN 1C DEB","31849","PRC","95.49","97.86","595","489","SMALL","0","1999-05-10",""
"1999-025CJN","FENGYUN 1C DEB","31848","PRC","98.04","96.70","764","566","SMALL","0","1999-05-10",""
"1999-025CJM","FENGYUN 1C DEB","31847","PRC","102.84","99.25","965","821","SMALL","0","1999-05-10",""
"1999-025CJJ","FENGYUN 1C DEB","31844","PRC","102.06","100.29","940","772","SMALL","0","1999-05-10",""
"1999-025CJH","FENGYUN 1C DEB","31843","PRC","109.72","99.26","1762","666","SMALL","0","1999-05-10",""
"1999-025CJG","FENGYUN 1C DEB","31842","PRC","95.33","98.20","668","402","SMALL","0","1999-05-10",""
"1999-025CJF","FENGYUN 1C DEB","31841","PRC","103.76","98.43","1197","676","SMALL","0","1999-05-10",""
"1999-025CJE","FENGYUN 1C DEB","31840","PRC","103.38","99.15","987","850","SMALL","0","1999-05-10",""
"1999-025CJD","FENGYUN 1C DEB","31839","PRC","103.30","98.30","1199","631","SMALL","0","1999-05-10",""
"1999-025CJC","FENGYUN 1C DEB","31838","PRC","101.82","99.01","876","814","SMALL","0","1999-05-10",""
"1999-025CJB","FENGYUN 1C DEB","31837","PRC","98.98","98.44","813","607","SMALL","0","1999-05-10",""
"1999-025CJA","FENGYUN 1C DEB","31836","PRC","103.30","98.65","1013","817","SMALL","0","1999-05-10",""
"1999-025CHZ","FENGYUN 1C DEB","31835","PRC","103.26","98.41","1005","821","SMALL","0","1999-05-10",""
"1999-025CHY","FENGYUN 1C DEB","31834","PRC","102.87","98.38","1021","768","SMALL","0","1999-05-10",""
"1999-025CHX","FENGYUN 1C DEB","31833","PRC","106.96","98.23","1334","838","SMALL","0","1999-05-10",""
"1999-025CHW","FENGYUN 1C DEB","31832","PRC","103.58","97.80","1042","814","SMALL","0","1999-05-10",""
"1999-025CHV","FENGYUN 1C DEB","31831","PRC","103.22","97.88","1015","807","SMALL","0","1999-05-10",""
"1999-025CHU","FENGYUN 1C DEB","31830","PRC","104.85","99.03","1137","838","SMALL","0","1999-05-10",""
"1999-025CHT","FENGYUN 1C DEB","31829","PRC","103.88","99.07","1068","816","SMALL","0","1999-05-10",""
"1999-025CHS","FENGYUN 1C DEB","31828","PRC","100.47","99.30","911","651","SMALL","0","1999-05-10",""
"1999-025CHR","FENGYUN 1C DEB","31827","PRC","103.63","97.66","1027","833","SMALL","0","1999-05-10",""
"1999-025CHQ","FENGYUN 1C DEB","31826","PRC","101.79","98.76","938","749","SMALL","0","1999-05-10",""
"1999-025CHP","FENGYUN 1C DEB","31825","PRC","101.72","98.79","969","711","SMALL","0","1999-05-10",""
"1999-025CHM","FENGYUN 1C DEB","31823","PRC","100.23","99.53","813","727","SMALL","0","1999-05-10",""
"1999-025CHK","FENGYUN 1C DEB","31821","PRC","104.29","98.18","1267","655","SMALL","0","1999-05-10",""
"1999-025CHJ","FENGYUN 1C DEB","31820","PRC","99.13","98.93","904","530","SMALL","0","1999-05-10",""
"1999-025CHH","FENGYUN 1C DEB","31819","PRC","101.00","98.61","872","740","SMALL","0","1999-05-10",""
"1999-025CHF","FENGYUN 1C DEB","31817","PRC","99.95","98.95","821","691","SMALL","0","1999-05-10",""
"1999-025CHE","FENGYUN 1C DEB","31816","PRC","103.80","98.84","1033","843","SMALL","0","1999-05-10",""
"1999-025CHD","FENGYUN 1C DEB","31815","PRC","102.14","98.82","904","817","SMALL","0","1999-05-10",""
"1999-025CHC","FENGYUN 1C DEB","31814","PRC","105.57","99.83","1200","842","SMALL","0","1999-05-10",""
"1999-025CHB","FENGYUN 1C DEB","31813","PRC","99.93","99.43","865","645","SMALL","0","1999-05-10",""
"1999-025CHA","FENGYUN 1C DEB","31812","PRC","102.84","99.04","946","840","SMALL","0","1999-05-10",""
"1999-025CGY","FENGYUN 1C DEB","31810","PRC","100.44","98.58","956","602","SMALL","0","1999-05-10",""
"1999-025CGX","FENGYUN 1C DEB","31809","PRC","98.88","98.82","724","686","SMALL","0","1999-05-10",""
"1999-025CGW","FENGYUN 1C DEB","31808","PRC","102.44","99.22","940","809","SMALL","0","1999-05-10",""
"1999-025CGV","FENGYUN 1C DEB","31807","PRC","100.03","99.06","849","670","SMALL","0","1999-05-10",""
"1999-025CGU","FENGYUN 1C DEB","31806","PRC","105.60","97.70","1294","751","SMALL","0","1999-05-10",""
"1999-025CGT","FENGYUN 1C DEB","31805","PRC","104.77","98.42","1394","573","SMALL","0","1999-05-10",""
"1999-025CGS","FENGYUN 1C DEB","31804","PRC","102.94","98.31","1014","782","SMALL","0","1999-05-10",""
"1999-025CGQ","FENGYUN 1C DEB","31802","PRC","97.21","98.33","753","498","SMALL","0","1999-05-10",""
"2007-031A","CHINASAT 6B","31800","PRC","1436.05","0.01","35803","35769","LARGE","0","2007-07-05",""
"2007-029F","SL-16 DEB","31799","CIS","105.44","70.94","1184","846","SMALL","0","2007-06-29",""
"2007-030A","SAR LUPE 2","31797","GER","","","","","","0","2007-07-02","NO ELEMENTS AVAILABLE"
"2007-029E","SL-16 DEB","31796","CIS","105.25","71.04","1164","848","SMALL","0","2007-06-29",""
"2007-029D","SL-16 DEB","31795","CIS","105.28","70.95","1172","843","SMALL","0","2007-06-29",""
"2007-029C","SL-16 DEB","31794","CIS","105.03","71.04","1147","845","SMALL","0","2007-06-29",""
"2007-029B","SL-16 R/B","31793","CIS","101.81","70.98","846","842","LARGE","0","2007-06-29",""
"2007-029A","COSMOS 2428","31792","CIS","101.96","70.94","856","846","LARGE","0","2007-06-29",""
"2007-028C","SL-24 DEB","31791","CIS","108.67","64.53","1794","537","LARGE","0","2007-06-28",""
"2007-028A","GENESIS 2","31789","US","94.97","64.50","526","508","LARGE","0","2007-06-28",""
"1999-025CGP","FENGYUN 1C DEB","31788","PRC","108.23","102.56","1523","767","SMALL","0","1999-05-10",""
"1999-025CGN","FENGYUN 1C DEB","31787","PRC","99.49","98.62","814","655","SMALL","0","1999-05-10",""
"1999-025CGM","FENGYUN 1C DEB","31786","PRC","103.08","97.70","989","819","SMALL","0","1999-05-10",""
"1999-025CGL","FENGYUN 1C DEB","31785","PRC","95.53","96.53","562","526","SMALL","0","1999-05-10",""
"1999-025CGK","FENGYUN 1C DEB","31784","PRC","100.41","99.02","798","758","SMALL","0","1999-05-10",""
"1999-025CGJ","FENGYUN 1C DEB","31783","PRC","102.50","98.93","956","798","SMALL","0","1999-05-10",""
"1999-025CGH","FENGYUN 1C DEB","31782","PRC","100.70","98.69","854","730","SMALL","0","1999-05-10",""
"1999-025CGG","FENGYUN 1C DEB","31781","PRC","104.03","99.48","1153","745","SMALL","0","1999-05-10",""
"1999-025CGF","FENGYUN 1C DEB","31780","PRC","98.75","99.26","824","573","SMALL","0","1999-05-10",""
"1999-025CGE","FENGYUN 1C DEB","31779","PRC","100.35","99.37","942","609","SMALL","0","1999-05-10",""
"1999-025CGD","FENGYUN 1C DEB","31778","PRC","102.82","99.29","926","859","SMALL","0","1999-05-10",""
"1999-025CGC","FENGYUN 1C DEB","31777","PRC","98.60","99.02","728","656","SMALL","0","1999-05-10",""
"1999-025CGB","FENGYUN 1C DEB","31776","PRC","102.36","99.10","917","824","SMALL","0","1999-05-10",""
"1999-025CGA","FENGYUN 1C DEB","31775","PRC","102.88","99.03","934","856","SMALL","0","1999-05-10",""
"1999-025CFZ","FENGYUN 1C DEB","31774","PRC","102.26","98.97","919","813","SMALL","0","1999-05-10",""
"1999-025CFY","FENGYUN 1C DEB","31773","PRC","100.24","98.98","822","719","SMALL","0","1999-05-10",""
"1999-025CFX","FENGYUN 1C DEB","31772","PRC","102.79","98.49","1003","779","SMALL","0","1999-05-10",""
"1999-025CFW","FENGYUN 1C DEB","31771","PRC","100.23","102.81","791","748","SMALL","0","1999-05-10",""
"1999-025CFV","FENGYUN 1C DEB","31770","PRC","99.08","97.69","817","612","SMALL","0","1999-05-10",""
"1999-025CFU","FENGYUN 1C DEB","31769","PRC","102.36","98.51","948","792","SMALL","0","1999-05-10",""
"1999-025CFT","FENGYUN 1C DEB","31768","PRC","100.27","99.11","811","732","SMALL","0","1999-05-10",""
"1999-025CFS","FENGYUN 1C DEB","31767","PRC","102.60","99.15","911","852","SMALL","0","1999-05-10",""
"1999-025CFR","FENGYUN 1C DEB","31766","PRC","102.56","98.98","934","826","SMALL","0","1999-05-10",""
"1999-025CFQ","FENGYUN 1C DEB","31765","PRC","103.49","98.97","1123","724","SMALL","0","1999-05-10",""
"1999-025CFP","FENGYUN 1C DEB","31764","PRC","104.10","98.15","1141","764","SMALL","0","1999-05-10",""
"1999-025CFN","FENGYUN 1C DEB","31763","PRC","107.25","98.50","1530","669","SMALL","0","1999-05-10",""
"1999-025CFL","FENGYUN 1C DEB","31761","PRC","104.64","98.66","1403","552","SMALL","0","1999-05-10",""
"1999-025CFK","FENGYUN 1C DEB","31760","PRC","101.19","99.27","857","773","SMALL","0","1999-05-10",""
"1999-025CFJ","FENGYUN 1C DEB","31759","PRC","99.41","98.57","731","730","SMALL","0","1999-05-10",""
"1999-025CFH","FENGYUN 1C DEB","31758","PRC","103.02","98.17","1252","551","SMALL","0","1999-05-10",""
"1999-025CFG","FENGYUN 1C DEB","31757","PRC","102.56","99.09","1044","715","SMALL","0","1999-05-10",""
"1999-025CFF","FENGYUN 1C DEB","31756","PRC","101.26","99.36","864","773","SMALL","0","1999-05-10",""
"1999-025CFE","FENGYUN 1C DEB","31755","PRC","102.49","98.91","1019","734","SMALL","0","1999-05-10",""
